StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,Q3,Q4,Q5,Q6,Q7,Q8,mil_inter_1,mil_inter_2,mil_inter_3,mil_inter_4,ideology_1,interest,conservative,nato,uk,zelensky,attention,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,direct_mil,indirect_mil,economic,political,general_1,Q40_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q47,Q48,Q49,Q50,Q51_1,Q52_1,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,Q57,Q58,Q59,Q60,Q61_1,Q62_1
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_4SgER8zaBwaHIFg,,,,,33.8231,-84.3258,test,,I agree,Female,45-54 years old,Other,Master’s degree or above,Contract/ Temporary,"Less than $25,000",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,4,Somewhat interested,Don't know,Bulgaria,Boris Johnson,United Kingdom,3,,,,,,,,,,,,,,,,,,,,,3.24,6,9.14,8,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,2
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_3DywTzE8cGFrQZE,,,,,33.8231,-84.3258,test,,I agree,Female,45-54 years old,Other,Highschool,Part-time,"$50,000 - $100,000",Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,0,Not at all interested,Democrats,Don't know,Don't know,Ukraine,3,,,,,,,,,,,0.12,3.16,2.39,43,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,10,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0O3cTx9eQI3v21U,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,55+ years old,Other,Bachelor’s degree,Full-time,I prefer not to say,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,7,Not interested,Republicans,Bulgaria,Scott Morrison,Don't know,3,,,,,,,,,,,6.22,8.88,9.61,40,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,2,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_5sFS23wS5LMtuOG,,,,,33.8231,-84.3258,test,,I don't agree,Male,Prefer not to say,Hispanic,Master’s degree or above,Full-time,I prefer not to say,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,1,No answer,Don't know,Estonia,Don't know,Don't know,3,,,,,,,,,,,,,,,,,,,,,0.96,8.12,4.64,0,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,1,4
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_2t6OJD5AbD2ddCS,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,55+ years old,African-American,Highschool,Contract/ Temporary,"More than $200,000",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,4,Not at all interested,Democrats,Don't know,Scott Morrison,Greece,1,5.54,6.97,7.18,4,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,4,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0OQaqJWOofXOmQ6,,,,,33.8231,-84.3258,test,,I don't agree,Female,18-24 years old,Asian - Indian,I prefer not to say,Unemployed,"$100,000 - $200,000",Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,1,Somewhat interested,Democrats,Don't know,Boris Johnson,Greece,1,,,,,,,,,,,,,,,,,,,,,0.82,3.95,1.08,3,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,10,1
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_2bfRTp2JaOUwxa6,,,,,33.8231,-84.3258,test,,I agree,Female,18-24 years old,Native-American,Highschool,I prefer not to say,"More than $200,000",Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,3,Not at all interested,Don't know,Turkey,Justin Trudeau,Ukraine,1,,,,,,,,,,,3.35,5.77,4.39,45,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,5,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,1,TRUE,11/6/22 17:26,R_bPWMF7jH7as1J7o,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,35-44 years old,African-American,Bachelor’s degree,Contract/ Temporary,"$25,000 - $50,000",Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,6,No answer,Republicans,Ukraine,Justin Trudeau,Ukraine,1,6.18,6.71,8.78,14,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,2,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_5uMTX0jjlOlMzP0,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,25-34 years old,African-American,Bachelor’s degree,Contract/ Temporary,"$50,000 - $100,000",Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,10,No answer,Don't know,Turkey,Justin Trudeau,Colombia,4,,,,,,,,,,,5.26,8.54,7.95,28,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,0,2,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_1zPMrdmZ4y54gey,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,35-44 years old,White / Caucasian,Other,Part-time,I prefer not to say,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,1,No answer,Democrats,Don't know,Don't know,Ukraine,3,,,,,,,,,,,,,,,,,,,,,8.82,9.56,9.31,39,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,3
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_aW8oCQKyMXvAlyS,,,,,33.8231,-84.3258,test,,I agree,Male,45-54 years old,Native-American,I prefer not to say,Unemployed,"Less than $25,000",Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,9,Not at all interested,Democrats,Bulgaria,Scott Morrison,Ukraine,4,1.61,5.5,6.21,32,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,2,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,1,TRUE,11/6/22 17:26,R_71gKh9eyct6Hv9A,,,,,33.8231,-84.3258,test,,I don't agree,Female,45-54 years old,Native-American,Master’s degree or above,Unemployed,I prefer not to say,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,6,Not at all interested,Republicans,Don't know,Justin Trudeau,Greece,2,0.28,2.94,4.1,46,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_5auhBUINPWz0Rdc,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Less than 18 years old,I prefer not to say,Bachelor’s degree,I prefer not to say,"$25,000 - $50,000",Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,7,Not interested,Don't know,Bulgaria,Theresa May,Greece,2,,,,,,,,,,,,,,,,,,,,,0.73,4.8,1.77,46,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,8
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_396OAH0wm2Bhxb0,,,,,33.8231,-84.3258,test,,I agree,Male,Less than 18 years old,Asian - Eastern,Other,Other,I prefer not to say,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,7,Not at all interested,Don't know,Don't know,Theresa May,Don't know,4,,,,,,,,,,,7.55,8.26,8.19,15,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,3,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_6SuMSfeDjxhVrme,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,35-44 years old,Hispanic,Highschool,Part-time,"More than $200,000",Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,9,Somewhat interested,Don't know,Estonia,Boris Johnson,Colombia,1,,,,,,,,,,,,,,,,,,,,,7.72,8.97,8.28,23,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,2
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_9n21qy4eAcQBjue,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Less than 18 years old,Mixed race,Highschool,Part-time,I prefer not to say,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,8,Not at all interested,Don't know,Ukraine,Theresa May,Don't know,1,1.33,7.18,6.58,43,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,9,4,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_eyfdkN6ouO6TgBo,,,,,33.8231,-84.3258,test,,I agree,Male,Prefer not to say,Asian - Eastern,Master’s degree or above,Unable to work,"$25,000 - $50,000",Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,6,Somewhat interested,Don't know,Don't know,Boris Johnson,Greece,1,,,,,,,,,,,8.21,9.82,9.64,18,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,7,3,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0HDhCRrSMKu8AMC,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,35-44 years old,I prefer not to say,Master’s degree or above,Contract/ Temporary,"$25,000 - $50,000",Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,8,Not interested,Don't know,Bulgaria,Theresa May,Ukraine,3,,,,,,,,,,,,,,,,,,,,,8.99,9.27,9.33,30,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,4
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0kseVi0GMBmZQPQ,,,,,33.8231,-84.3258,test,,I don't agree,Female,Prefer not to say,Asian - Indian,Other,I prefer not to say,"More than $200,000",Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,3,No answer,Republicans,Turkey,Don't know,United Kingdom,1,5.79,9.3,6.85,3,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,0,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,1,TRUE,11/6/22 17:26,R_brt8Ol1VAtm3Rhs,,,,,33.8231,-84.3258,test,,I don't agree,Female,Prefer not to say,African-American,I prefer not to say,Unemployed,"$50,000 - $100,000",Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,0,No answer,Democrats,Estonia,Scott Morrison,Colombia,3,,,,,,,,,,,9.53,9.65,9.95,15,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,6,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_bxy9EW2NtToBnf0,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Prefer not to say,Other,Highschool,Contract/ Temporary,I prefer not to say,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,6,Somewhat interested,Republicans,Ukraine,Justin Trudeau,Colombia,4,,,,,,,,,,,7.9,7.95,8.73,46,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,5,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_d7sVBSZzGnJhASG,,,,,33.8231,-84.3258,test,,I agree,Female,25-34 years old,Native-American,Highschool,Other,I prefer not to say,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,3,Not at all interested,Don't know,Turkey,Don't know,United Kingdom,4,,,,,,,,,,,,,,,,,,,,,1.51,1.96,2.62,22,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,9
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_0e4QtbRFY5aPj02,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,55+ years old,Asian - Eastern,Master’s degree or above,Part-time,"Less than $25,000",Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,4,Not at all interested,Democrats,Don't know,Scott Morrison,Colombia,2,9.42,9.51,9.75,32,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,8,8,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_202pwVI4jPV0Drw,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,Less than 18 years old,African-American,Highschool,Unemployed,"Less than $25,000",Strongly agree,Strongly disagree,Strongly agree,Strongly agree,8,Somewhat interested,Don't know,Don't know,Boris Johnson,United Kingdom,2,,,,,,,,,,,8.77,9.54,9,24,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,1,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_6hSfNDzzMkNGUPY,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,25-34 years old,Hispanic,Other,I prefer not to say,I prefer not to say,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,9,Somewhat interested,Don't know,Ukraine,Theresa May,Don't know,2,,,,,,,,,,,,,,,,,,,,,9.9,9.93,9.94,41,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,8,4
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_6Wos3U71oOkJAzk,,,,,33.8231,-84.3258,test,,I agree,Female,Less than 18 years old,Asian - Eastern,Bachelor’s degree,Full-time,"$25,000 - $50,000",Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,7,Not interested,Democrats,Estonia,Don't know,Don't know,2,3.23,9.01,3.29,11,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,9,1,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_3elsTbHwiaJPX7w,,,,,33.8231,-84.3258,test,,I don't agree,Female,55+ years old,White / Caucasian,Other,Unable to work,"$50,000 - $100,000",Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,1,Somewhat interested,Don't know,Ukraine,Boris Johnson,Ukraine,3,0.19,8.43,2.39,8,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,9,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_1X6jgLhMPREk2Sq,,,,,33.8231,-84.3258,test,,I don't agree,Male,25-34 years old,Asian - Indian,I prefer not to say,I prefer not to say,"$50,000 - $100,000",Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,10,No answer,Republicans,Estonia,Theresa May,United Kingdom,1,,,,,,,,,,,8.44,8.66,8.86,34,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,8,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_3DbuYiIDOxqJVpI,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,African-American,Other,Unemployed,"Less than $25,000",Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,8,Not at all interested,Republicans,Ukraine,Don't know,Ukraine,1,,,,,,,,,,,,,,,,,,,,,8.42,8.73,9.61,21,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,2
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_aVkoeskIjPShvqS,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,Asian - Indian,Bachelor’s degree,Contract/ Temporary,"$100,000 - $200,000",Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,1,Somewhat interested,Don't know,Don't know,Boris Johnson,United Kingdom,3,1.48,4.58,3.19,45,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,2,2,,,,,,,,,,,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_3dVBBYGkiUwWQE6,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Less than 18 years old,Asian - Eastern,Highschool,I prefer not to say,"$50,000 - $100,000",Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,3,Not interested,Democrats,Turkey,Justin Trudeau,Greece,1,,,,,,,,,,,,,,,,,,,,,2.08,5.82,7.9,10,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,2,5
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_d1jzAam1PuDsMTk,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,35-44 years old,Asian - Eastern,I prefer not to say,Contract/ Temporary,I prefer not to say,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,7,Somewhat interested,Democrats,Turkey,Boris Johnson,Colombia,3,,,,,,,,,,,9.17,9.83,9.63,25,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,10,2,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,1,TRUE,11/6/22 17:26,R_0U5VIw3IPrgXtxY,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Prefer not to say,Other,Bachelor’s degree,I prefer not to say,I prefer not to say,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,2,No answer,Democrats,Bulgaria,Theresa May,Don't know,4,,,,,,,,,,,0.12,5.65,4.69,35,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,6,,,,,,,,,,
11/6/22 17:26,11/6/22 17:26,Survey Test,,100,0,TRUE,11/6/22 17:26,R_cOay04QOvJNcNYq,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,55+ years old,White / Caucasian,Bachelor’s degree,Unable to work,"$25,000 - $50,000",Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,8,No answer,Republicans,Estonia,Boris Johnson,Ukraine,4,0.11,1.21,6.37,40,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,5,,,,,,,,,,,,,,,,,,,,
